Code Client,Intitulé,Tél 1,Tél 2,Profession,Société,Mail,Adresse
41130776,GLOBAL PROTECTION SFAX,98 52 55 02,,,GLOBAL PROTECTION SFAX,,AV.FARHAT HACHED
41130777,STE S B M CHEBBA,73 641 680,,MAHMOUD ZAYOUD,STE S B M CHEBBA,,AV ALI BELHOUANE LA CHEBBA
41130778,PATISSERIR EL BECHA,20 505 437,,,PATISSERIR EL BECHA,,MONASTIR
41130779,STE FAMILIA KSIBET EL MEDIOUNI,,,,STE FAMILIA KSIBET EL MEDIOUNI,,KSIBET EL MEDIOUNI
41130780,C E G SFAX,,,,C E G SFAX,,SFAX
41130781,I T S BOUHJAR,73 434 505,,,I T S BOUHJAR,,BOUHJAR
41130782,STE PHILIP TIMERELLE MONASTIR,,,,STE PHILIP TIMERELLE MONASTIR,,MONASTIR
41130783,MSI EQUIP.MEDICO-DENTAIRES,,,BOUZGARROU TAIEB,MSI EQUIP.MEDICO-DENTAIRES,,R6 RUE ABDELKADER MHALLA
41130784,STE AMEL BUREAUTIQUES SERVICES,98 676 660,,MR FETHI ZIDI,STE AMEL BUREAUTIQUES SERVICES,,CITE EL OMRANE 5000 MONASTIR
41130785,ESPACE ALYSSA SERVICES ETUDIANTS ZARROUK GAFSA,97013058,41 348 515,MR SASSI RACHED MR ABDALLH RACHED23 054 011,ESPACE ALYSSA SERVICES ETUDIANTS ZARROUK GAFSA,MR LOTFI 0033614161213,CITE ZARROUK N 39 AV H.BOURGUIBA 2100 ZARROUK
41130786,HOTEL GAFSA PALACE,,,,HOTEL GAFSA PALACE,,GAFSA
41130787,STE CEMCO KHENIS,20.315355,,,STE CEMCO KHENIS,,KHENIS
41130788,STE M T T ELMGHIRA FOUCHANA,,,,STE M T T ELMGHIRA FOUCHANA,,FOUCHANA
41130789,STE JRAH ALI MATERIAUX CONSTRU.,73 466 555,,,STE JRAH ALI MATERIAUX CONSTRU.,,MONASTIR
41130790,RAOUDHA AYED RETORDAGE,,,MEHDI KSIBET EL MEDIOUNI,RAOUDHA AYED RETORDAGE,,KSIBET EL MEDIOUNI
41130791,M S C AMIRET HOJAJ MOKNINE,99 436 580,,SOFIANE HAJ MABROUK,M S C AMIRET HOJAJ MOKNINE,,AVEN DE L'ENVIRENNEMT AMIERT EL HOJEJ MOKNINE
41130792,STE SOTUMEC SAYADA,73 432 094,,,STE SOTUMEC SAYADA,,SAYADA
41130793,ETS BOUBAKER BEKALTA,21 288 333,73 492 969,BOUBAKER JAMEL,ETS BOUBAKER BEKALTA,,06 AV. LA LIBERTE BEKALTA
41130794,STE ANISA KSIBET EL MEDIOUNI,99 120 607,,,STE ANISA KSIBET EL MEDIOUNI,,KSIBET EL MEDIOUNI
41130795,STE INTEX MONASTIR,,,,STE INTEX MONASTIR,,MONASTIR
41130796,STE SOTEXI MONASTIR,73 530 970,,,STE SOTEXI MONASTIR,,ROUTE DE KHENIS/STIVEL
41130797,PHARMACIE MBAREK ABDELAZIZ,,,,PHARMACIE MBAREK ABDELAZIZ,,MONASTIR
41130798,STE DECORAM BOUHJAR,73 530 970,,,STE DECORAM BOUHJAR,,ROUTE DE KSAR HELEL
41130799,IMPRIMERIE MODERNE DU SAHEL,73 432 230,,MILI ABDELBAKI -GERANT-,IMPRIMERIE MODERNE DU SAHEL,,AV.HABIB BOURGUIBA/SAYADA
41130800,ASSISTANCE SCOLAIRE ENNAJEH,98 919 629,,CHEBBI WALID,ASSISTANCE SCOLAIRE ENNAJEH,,436/R6 MONASTIR
41130801,ART DE BRODERIE MONASTIR,98 229 341,,,ART DE BRODERIE MONASTIR,,ZI ROUTE DE KHNISS MONASTIR
41130802,LABORATOIRE D'ANALYSES MEDICALES TUNIS,71 344 984,71 254 592,DR LASAAD SARAI-MADAME ECHERIF,LABORATOIRE D'ANALYSES MEDICALES TUNIS,,19 RUE DJBEL EL FATH TUNIS
41130803,STE JRAH TRADING INTERNATIONAL,73 500 498,,,STE JRAH TRADING INTERNATIONAL,,MEUBLE DAGDOUG ROUTE DE KAIROUAN
41130804,SOCOSER BOUHJAR,73 434 195,98 405 148,BOUZID MOHAMMED,SOCOSER BOUHJAR,,06 AV 02 MARS 1934 BOUHJAR
41130805,SINDIBED PRODUCTION,,,,SINDIBED PRODUCTION,,TUNIS
41130806,STE HIGH TEC INFO TEBOULBA,73 493 413,22 325 503,ANIS SASSI,STE HIGH TEC INFO TEBOULBA,HIGH-TEC-INFO@HEXABYTE.TN,AV 23 JANVIER TEBOULBA
41130807,STE S F T N D KHENIS,73 223 154,,MR HATEM,STE S F T N D KHENIS,,Z I DE KHNIS
41130808,PHARMACIE JAAFOURA MONASTIR,73 467 877,,ZAAFRANI LAMIA,PHARMACIE JAAFOURA MONASTIR,,AV.MOUFIDA BOURGUIBA MONASTIR/R6
41130809,ETS AFRICAINE DES ARTICLES SCOLAIRES-PANDA-,76 640 505,96 947 874,MR BECHIR,ETS AFRICAINE DES ARTICLES SCOLAIRES-PANDA-,,AV .DE L'ENVIRONNEMENT REGEB
41130810,STE M H I -,73 521 444,,CLUB MIRAMAR MONASTIR,STE M H I -,,GAMMARTH TUNIS
41130811,STE S S B MONASTIR,73 448 578,22 359 184,MR NIZAR BEN NACEUR,STE S S B MONASTIR,,AV.SALEM BCHIR
41130812,STE FERMYL MENZEL ENNOUR,,,,STE FERMYL MENZEL ENNOUR,,MENZEL ENNOUR
41130813,CLINIQUE ERRAHMA MAHDIA,,,,CLINIQUE ERRAHMA MAHDIA,,MAHDIA
41130814,CARTHAGE PLUS SOUSSE,98.514816,,,CARTHAGE PLUS SOUSSE,,SOUSSE
41130815,STE S M C SAHLIN,73 526 449,,MR NACEUR,STE S M C SAHLIN,,AV TAEB MHIRI SAHLIN
41130816,STE TUNITEC KSAR HELEL,73 45 4303,21 63 07 08,CHAOUKI ESSALAH,STE TUNITEC KSAR HELEL,,Z.I  KSAR HELEL
41130817,STE FILATURE ITALIENNE MAHDIA,,,,STE FILATURE ITALIENNE MAHDIA,,MAHDIA
41130818,STE FILATURE MAHDIA,,,,STE FILATURE MAHDIA,,MAHDIA
41130819,STE SERINA MONASTIR,,,MR TAEB BOUZGARROU,STE SERINA MONASTIR,,MONASTIR
41130820,STE TECHNITEL  MONASTIR,73 907 490,97 292 142,MR OUSAMA HOUSSINE,STE TECHNITEL  MONASTIR,,IMM 47 EL OMRAN MONASTIR
41130821,STE DOT NET INFO. BEMBLA,73 478 955,98 82 13 86,ADEL BRAHAM,STE DOT NET INFO. BEMBLA,,AV 7 NOVEMBRE BEMBLA
41130822,STE FASITEX MENZEL ENNOUR,73 412 300,73 412 301,,STE FASITEX MENZEL ENNOUR,,AV HABIB BOURGUIBA M. ENNOUR
41130823,C I S BOUHJAR,73 565 552,,MLLE ASMA,C I S BOUHJAR,,AV HABIB BOURGUIBA BOUHJAR
41130824,ETS HALLARAH MONASTIR,,,,ETS HALLARAH MONASTIR,,MONASTIR
41130825,STE ZAKIA MONASTIR,,,,STE ZAKIA MONASTIR,,MONASTIR
41130826,STE GUIZANI,,,,STE GUIZANI,,AV HABIB BOURGUIBA JEMMAL
41130827,STE ZIED DE BATIMENT,99 407 089,,,STE ZIED DE BATIMENT,,000 AV HABIB THAMEUR
41130828,STE SOTRAFIB KSIBET EL MEDIOUNI,,,,STE SOTRAFIB KSIBET EL MEDIOUNI,,AV DE L'ENVIRONNEMENT KSIBZT EL MEDIOUNI
41130829,S P P C MONASTIR,73.464418,,,S P P C MONASTIR,,Z I MONASTIR
41130830,MA PLUME MONASTIR,22.800535,,,MA PLUME MONASTIR,,CORNICHE PLACE 3 AOUT MONASTIR
41130831,STE SORUTEL MONASTIR,73 50 55 55,73 50 56 56,,STE SORUTEL MONASTIR,,MONASTIR
41130832,STE AROTEC SOUSSE,73 229 896,,,STE AROTEC SOUSSE,,SOUSSE
41130833,HOTEL RIADH ENNAKHIL SOUSSE,73 225 700,,,HOTEL RIADH ENNAKHIL SOUSSE,,AV.7 NOVEMBRE SOUSSE
41130834,STE MAGHREBIENNE D'ORFEVRERIE SOUSSE,73 342 655,,,STE MAGHREBIENNE D'ORFEVRERIE SOUSSE,,SOUSSE
41130835,STE BELKHIRIA DE PAPIER,97527302,73486380,,STE BELKHIRIA DE PAPIER,,SOUSSE
41130836,CLINIQUE DE LA CORNICHE SOUSSE,73 222 666,,,CLINIQUE DE LA CORNICHE SOUSSE,,AV.MONGI BALI SOUSSE
41130837,STE EX-LIBRIS SOUSSE,73 214 177,,,STE EX-LIBRIS SOUSSE,,35 AV.DE LA REPUBLIQUE SOUSSE
41130838,STE NEJMA FASHION MONASTIR,73 508 106,,BESMA*22 233 418,STE NEJMA FASHION MONASTIR,,ROUTE DE KHNIS MONASTIR
41130839,ETS BOUSLAMA MONASTIR,,,,ETS BOUSLAMA MONASTIR,,MONASTIR
41130840,STE DESIGN 3D MONASTIR,73 508 018,,,STE DESIGN 3D MONASTIR,,Z I ROUTE DE KHENISS
41130841,STE B.M.BROSSES SARL,,,,STE B.M.BROSSES SARL,,OZITA DIFFUSION
41130842,STE TRESSELEC MENZEL HARB,,,,STE TRESSELEC MENZEL HARB,,AV MENERL HARB MESJED AISSA
41130843,STE B M M MONASTIR,98.43267,,,STE B M M MONASTIR,,AV.7-11 MONASTIR
41130844,STE GRAVELEAU BENNEN,73 558 100,73 558 103,WALID EL FELLI*98 504 647,STE GRAVELEAU BENNEN,,BENNEN
41130845,STE YOUSSTEX TOUZA,73 489 800,,,STE YOUSSTEX TOUZA,,ROUTE DE MOKNINE
41130846,STE SUPERWEAR TEBOULBA,,,,STE SUPERWEAR TEBOULBA,,TEBOULBA
41130847,STE WS SERVICES MONASTIR,73 502 195,98 677 682,,STE WS SERVICES MONASTIR,,RUE MOSTAPHA BEN JANNET MONASTIR
41130848,LABO D'ANALYSE MEDICAL SAHEL YOUSSEF,73 540 366,,MR YOUSSEF,LABO D'ANALYSE MEDICAL SAHEL YOUSSEF,,IMM.MANSOUR ET MANSOURA
41130849,TECHNO-SERVICE MONASTIR,73 907 196,,MR WISSEM,TECHNO-SERVICE MONASTIR,,BORJ KEFACHA
41130850,STE ARTISTIQUE DE VERRE ET D'ALUMUNUIM MONASTIR,73 526 060,,,STE ARTISTIQUE DE VERRE ET D'ALUMUNUIM MONASTIR,,Z I EDKHILLA
41130851,SOS INFO BECH TABJI SADOK MONASTIR,73.50383,,,SOS INFO BECH TABJI SADOK MONASTIR,,AV COMBATTANT SUPREME MONASTIR
41130852,STE GUID COM MONASTIR,73 44 99 10,,,STE GUID COM MONASTIR,,IMM 14 MAGASIN N14
41130853,TAHA VOYAGE KSAR HELEL,,,,TAHA VOYAGE KSAR HELEL,,KESAR HELEL
41130854,STE S T I C I B MOKNIN,98.409.510,73 476 238,MR ABDELTIF THABET,STE S T I C I B MOKNIN,,AV DE MARTYRS MOKNIN
41130855,HOTEL TBS MONASTIR,,,,HOTEL TBS MONASTIR,,Z I TOURISTIQUE MONASTIR
41130856,HOTEL EL AMIR PALACE,,,,HOTEL EL AMIR PALACE,,?
41130857,BUREAU D' ETUDE EN ARCHITECTURE MONASTIR,98.80043,,,BUREAU D' ETUDE EN ARCHITECTURE MONASTIR,,COMP BAB EL KRAM MONASTIR
41130858,IMPRIMERIE EL MABROUK MENZEL ENNOUR,97 133 482,,MOURAD EL MABROUK,IMPRIMERIE EL MABROUK MENZEL ENNOUR,,AV HABIB BOURGUIBA MENZEL ENNOUR
41130859,STE INFO CITY MONASTIR,73 908 808,,,STE INFO CITY MONASTIR,,AV 7 NOVEMBRE MONASTIR
41130860,STE G B C KSIBET ECHATT SOUSSE,98 405 101,73321221,MR MOHSEN BOUATAI,STE G B C KSIBET ECHATT SOUSSE,,Z I KSIBET ECHAT SOUSSE
41130861,STE IMMOB.DIAR IMEN MONASTIR,98 554 159,,MR FREDJ BENNANI,STE IMMOB.DIAR IMEN MONASTIR,,IMMEUBLE IMEN EL AGBA
41130862,STE DECADE MONASTIR,73 465 867,,,STE DECADE MONASTIR,,IMM SALMA CENTER 6EME ETAGE
41130863,DUFRY MONASTIR,,,,DUFRY MONASTIR,,
41130864,STE MEDIGEST -MONASTIR CENTER-,73 467 805,,MR HAMMADI AOUITI,STE MEDIGEST -MONASTIR CENTER-,,AV HABIB BOURGUIBA
41130865,STE INFINITY TRAVEL SOUSSE,73 821 666,,,STE INFINITY TRAVEL SOUSSE,,ROUTE DE SAHLOUL SOUSSE
41130866,ETS BHOURI FOURAT MONASTIR,,,,ETS BHOURI FOURAT MONASTIR,,MONASTIR
41130867,I N G R O P,?,,,I N G R O P,,?
41130868,ITALPUBLIC  SAHLIN,73 513 591,,,ITALPUBLIC  SAHLIN,,ROUTE DE SOUSSE
41130869,BANQUE DE L'HABITAT-AGENCE MONASTIR-,,,,BANQUE DE L'HABITAT-AGENCE MONASTIR-,,AU PRES DE RCD MONASTIR
41130870,STE HAWA FILE MONASTIR,,,MALEK JOUILI,STE HAWA FILE MONASTIR,,MONASTIR
41130871,SIB TEX SIDI BOUZID,76 673 370,,,SIB TEX SIDI BOUZID,,SIDI BOUZID
41130872,HOTEL SKANES EL HANA MONASTIR,,,,HOTEL SKANES EL HANA MONASTIR,,MONASTIR
41130873,STE BEDI INTERNATIONAL,98 407 175,,MR AMOR NOUIRA,STE BEDI INTERNATIONAL,,MONASTIR
41130874,PHARMACIE KALLALA SOUSSE,98 45 15 15,,MR MONDHER KALLALA,PHARMACIE KALLALA SOUSSE,,16 RUE EBN KHOULDOUNE
41130875,ETS MOHAMED MRAD MARINA MONASTIR,97 77 54 22,,MOHAMED MRAD,ETS MOHAMED MRAD MARINA MONASTIR,,MARINA MONASTIR
41130876,STE SISTECH MONASTIR,98 198 198,,MR MOHAMED ABDELJALIL,STE SISTECH MONASTIR,,AV COMBATTANT SALMA CENTER
41130877,STE SOTUFAM BENI HASSEN,,,,STE SOTUFAM BENI HASSEN,,BENI HASSEN
41130878,HERMES SERVICE,,,,HERMES SERVICE,,
41130879,STE TECHNO SERVICE MONASTIR,,,,STE TECHNO SERVICE MONASTIR,,MONASTIR
41130880,STE RAIS DE CHAUSSEURE,,,,STE RAIS DE CHAUSSEURE,,?
41130881,STE C I S MENZEL ENNOUR,,,FASITEX,STE C I S MENZEL ENNOUR,,AV HABIB BOURGUIBA MENZEL ENNOUR
41130882,STE PRIMA LIFE SKANES,25 220 326,73 521 896,MEJDOUBI MEFTEH,STE PRIMA LIFE SKANES,,HOTEL CHIRAZ SKANES
41130883,STE IMATEC MAHDIA,99 898 041,,MR HABIB,STE IMATEC MAHDIA,,MAHDIA
41130884,STE OGIM MONASTIR,73.509966,25.88099,,STE OGIM MONASTIR,,AV.EBN EL JAZZAR MONASTIR
41130885,CENTRE YOSR DE FORMATION MONASTIR,73 504 238,,,CENTRE YOSR DE FORMATION MONASTIR,,MONASTIR
41130886,STE UNIVERS INFORMATIQUE MONASTIR,73 449 341,98 916 834,,STE UNIVERS INFORMATIQUE MONASTIR,,AV SALEM BECHIR
41130887,STE RAKIA D'IMPRESSION MONASTIR,73 462 645,22 388 868,,STE RAKIA D'IMPRESSION MONASTIR,,CITE ESSALEM EL BASATINE
41130888,STE NEWTECHENERGY MONASTIR,,,,STE NEWTECHENERGY MONASTIR,,MONASTIR
41130889,STE SYSTEME DE CABLERIE AUTOMOBILE DE SOUSSE,73830412,73830411,73.830417 RACHED-23.128852 MOUFIDA-97.118603,STE SYSTEME DE CABLERIE AUTOMOBILE DE SOUSSE,,ZI  SIDI ABDELHAMID 4000 SOUSSE
41130890,STE S I A S SOUSSE,73830412,7341417,MR RACHED/MOUFIDA/HANEN LOUHICHI BOUZIDI,STE S I A S SOUSSE,LOUHICHI HANEN@DRAEXLMAIER.D,Z I SIDI ABDELHAMID SOUSSE 4000 SOUSSE
41130891,STE SYSTEME AUTO-ET TECHNIQUE SILIANA,73 830 412,73 411 417,MR RACHED/MOUFIDA/HANEN,STE SYSTEME AUTO-ET TECHNIQUE SILIANA,,Z I  SILIANA
41130892,STE PEGAS SERVICE MONASTIR,,,,STE PEGAS SERVICE MONASTIR,,C5 C6 N 157 MONASTIR 5000
41130893,DAR EL HILEL BEIROUT LEBANON,,,,DAR EL HILEL BEIROUT LEBANON,,
41130894,STE SATEL DISTRIBUTION MONASTIR,98 425 930,,TAOUFIK BELGITH,STE SATEL DISTRIBUTION MONASTIR,,COMBATTANT SUPREME MONASTIR
41130895,STE D C P TUNISIE,73 540 966,,MR MOHAMED,STE D C P TUNISIE,,MONASTIR
41130896,PHARMACIE DABBOUBI RAMZI,72 210 847,,,PHARMACIE DABBOUBI RAMZI,,NABEUL
41130897,PHARMACIE EL MAY MONASTIR,73 461 628,,MME FATMA SKIRI,PHARMACIE EL MAY MONASTIR,,CITE EL BASATINE
41130898,STE IMPERIAL MONASTIR,73464799,23 369 100,MR ABDELHAK BEL HAJ AMMAR 22 200 800,STE IMPERIAL MONASTIR,73464700,MONASTIR
41130899,STE M G M MSAKEN,,,GAID ADEL,STE M G M MSAKEN,,MSAKEN
41130900,STE C C T MONASTIR,,,,STE C C T MONASTIR,,MONASTIR
41130901,STE ESPACE SEMIT SAHLINE,73 525 204,,MR LIMEM NEJMEDDINE,STE ESPACE SEMIT SAHLINE,,SAHLINE
41130902,CENTRE NOUR D IMAGERIE MEDICALE NUMERISEE MONASTIR,73.425325,26.067077,,CENTRE NOUR D IMAGERIE MEDICALE NUMERISEE MONASTIR,,AV.DU COMDATTANT SUPREME-IMM KHLIFA MONASTIR
41130903,TUNIPAGES MONASTIR,73505802,,,TUNIPAGES MONASTIR,,CYBER PARK MONASTIR
41130904,PHARMACIE ZILI ZOHRA MONAS,98951542,,ZILI ZOHRA,PHARMACIE ZILI ZOHRA MONAS,,RUE PUBLIQUE
41130905,AMILCAR INTERNATIONAL,23296640,,TAOUFIK WANES,AMILCAR INTERNATIONAL,,TUNIS
41130906,STE MANUFACTURE ELECTRO-TECHNIQUE DE SOUSSE,73 830 411,73 830 417,MME MOUFIDA,STE MANUFACTURE ELECTRO-TECHNIQUE DE SOUSSE,97 118 603,Z I SIDI ABDELHAMID SOUSSE
41130907,STE EL AFAK MONASTIR,73 505 341,,MR HAETHEM,STE EL AFAK MONASTIR,,MONASTIR
41130908,E R T MENZEL HARB,73 414 414,73 414 413,MME MANEL,E R T MENZEL HARB,,ROTE DE JEMMEL
41130909,STE FAITOUS SERVICES MONASTIR,23 29 66 40,,MR TAOUFIK WANNES,STE FAITOUS SERVICES MONASTIR,,MONASTIR
41130910,STE U A T S SOUSSE,73 830 411,73 830 412,MME MOUFIDA OU MR RACHED,STE U A T S SOUSSE,,Z I SIDI ABDELHAMID
41130911,STE RYM PHARMA MONASTIR,73 532 432,73 532 435,,STE RYM PHARMA MONASTIR,,ZI ROUTE DE KHENISS
41130912,HOTEL CHAMS MONASTIR,,,,HOTEL CHAMS MONASTIR,,MONASTIR
41130913,STE EEMAR  CITY SOUSSE,73 422 495,73 422 377,,STE EEMAR  CITY SOUSSE,,SOUSSE
41130914,STE PHOENIXADVANCED SECURITY MONASTIR,,,,STE PHOENIXADVANCED SECURITY MONASTIR,,
41130915,STE B TRIANING SAHLOUL,73 369 257,,,STE B TRIANING SAHLOUL,,SAHLOUL
41130916,STE MED KINE MONASTIR,,,,STE MED KINE MONASTIR,,STE MED KINE MONASTIR
41130917,STE THAPSUS VOYAGE,73 500 501,,,STE THAPSUS VOYAGE,,MONASTIR
41130918,BUREAU D ETUDES ZILI IBTISSEM MONASTIR,99.40384,,,BUREAU D ETUDES ZILI IBTISSEM MONASTIR,,RUE DE KAIROUAN IM DAGDO MONASTIR
41130919,STE ALPHA GROUPE WARDANINE,73 518 399,,,STE ALPHA GROUPE WARDANINE,,WARDANINE
41130920,LABORATOIRE D'ANALYSE MEDICALE MONASTIR,73 464 837,,,LABORATOIRE D'ANALYSE MEDICALE MONASTIR,,EN FACE STATION TAXI MONASTIR
41130921,FAST POLY SERVICES BENNEN,96 065 309,,IMED RAHMOUNI,FAST POLY SERVICES BENNEN,,RUE 9 AVRIL BENNEN
41130922,STE MONAPLAST,73 531 360,24 159 271,RAEF,STE MONAPLAST,FAX: 73 530 263,Z.I.ROUTE DE KHNISS
41130923,STE SMSA EL FALAH,73434932,,,STE SMSA EL FALAH,,BOUMERDES
41130924,STE LES TROIS FLEURS,73 461 750,,MEJRI FARHAT,STE LES TROIS FLEURS,,R4 MONASTIR
41130925,STE MEDICALE DU SAHEL SOUANI MONASTIR,73 501 001,,,STE MEDICALE DU SAHEL SOUANI MONASTIR,,ZONE DE STADE MONASTIR
41130926,PHOTOCOPIE CITE ERRIADH,98 242 614,,LOURAJINI FAIZA,PHOTOCOPIE CITE ERRIADH,,223 CITE ERRIADH BIR EL HLOU
41130927,STE BENZARTI COMPUTER SERVICES MONASTIR,23 463 433,,ALI BEZARTI,STE BENZARTI COMPUTER SERVICES MONASTIR,,MONASTIR
41130928,STE SAIM MONASTIR,73 461 530,98 461 567,MR AMARA SKHIRI,STE SAIM MONASTIR,,ZI MONASTIR
41130929,STE ECOLE BELLE AZURE MONASTIR,73 460 018,,MME AYED FAIZA,STE ECOLE BELLE AZURE MONASTIR,,IMM EL BAHRI AV 7 NOVEMBRE MONASTIR
41130930,LIB KHAN EL KHALILI MONASTIR,21 202 878,,ANOUAR AWADH,LIB KHAN EL KHALILI MONASTIR,,BORJ KHEFACHA MONASTIR
41130931,STE MIG ZAWIET SOUSSE,,,,STE MIG ZAWIET SOUSSE,,ZAWIET SOUSSE
41130932,STE JALLELI TAREK,73 466 285,97 268 811,JALLELI TAREK,STE JALLELI TAREK,,AVENUE REPUBLIQUE BEB ELGHARBI
41130933,STE B M B SAHLINE,,,HEDI BORGACHE,STE B M B SAHLINE,,SAHLINE
41130934,STE S M S BEMBLA,73 478 357,98 954 061,FATHI BOUATAY,STE S M S BEMBLA,,AV HABIB BOURGUIBA
41130935,STE ECO PRIX EL AGBA (41130941),73 532 666,,,STE ECO PRIX EL AGBA (41130941),,CITE EL AGBA MONASTIR
41130936,STE ZAR MONASTIR,98 821 597,,MR MOHAMED ZAR,STE ZAR MONASTIR,,EL AGBA ROUTE DE KHENISS EN FACE DE FOIRE MONASTIR
41130937,STE GENERAL DE COMMERCE SFAX,98 418 851,74 612 325,HICHEM KRICHAINE,STE GENERAL DE COMMERCE SFAX,,ROUTE DE GREMDA K2
41130938,STE CIFAC MONASTIR,73 448 500,,MME IMEN,STE CIFAC MONASTIR,,RUE TAIB MHERI
41130939,STE BEST JENDOUBA,73 461 665,,MR DORBANI MAHJOUB,STE BEST JENDOUBA,,SAKIET SIDI YOUSSEF JENDOUBA
41130940,STE TRAS.S.COM TUNIS,71 894 191,,MR BEN JEFFEL,STE TRAS.S.COM TUNIS,,02 RUE LARGENTINE 1001 TUNIS
41130941,ECOPRIX MONASTIR (41130935),73907401,98504382,97 082 080 MR AREF DIRECREUR COMMERCIAL,ECOPRIX MONASTIR (41130935),,RUE EL AGBA MONASTIR
41130942,STE UZITA PETROLIUM SERVICE MONASTIR,73 532 709,22 760 486,MR AHMED MECHRIA,STE UZITA PETROLIUM SERVICE MONASTIR,,CITE EL AGBA 242
41130943,PHARMACIE BOUABID HAFEDH MONASTIR,7306420623,,,PHARMACIE BOUABID HAFEDH MONASTIR,,COMBAT SUPREME
41130944,STE PROMES TUNISIA MONASTIR,73 530 821,,,STE PROMES TUNISIA MONASTIR,,ROUTE DE KHENISS
41130945,STE ESSID D'EQUIPEMENT FLUIDE MONASTIR,73 449 712,,MR HABIB,STE ESSID D'EQUIPEMENT FLUIDE MONASTIR,,MONASTIR
41130946,ETS RIDHA KHASTALLI TUNIS,98 423 413,,RIDHA KHASTALLI,ETS RIDHA KHASTALLI TUNIS,,AV ALI TRAD N25 MONFLEURY TUNIS
41130947,I T S CONSULTING MONASTIR,,,,I T S CONSULTING MONASTIR,,AVENUE COMBATTANT SUPREME COMPLEXE SALMA CENTRE BUREAUN8
41130948,STE DENIM MAZDOUR,73 589 035,,MR JAMEL,STE DENIM MAZDOUR,,MAZDOUR
41130949,STE EL MANHEL DE COMMERCE,73 449 688,25 901 040,SABA MAALEL,STE EL MANHEL DE COMMERCE,,ZONE INDUSTRUEL LAGHDIR
41130950,STE SOMOTRAP MONASTIR,98 229 269,,MR SALEM BEN NEJMA,STE SOMOTRAP MONASTIR,,MONASTIR
41130951,STE MICROLUX,,,,STE MICROLUX,,TUNIS
41130952,STE DE DISTRIBUTION DU NORD NEFZA,98 572 900,,ZAMMEL NABIL,STE DE DISTRIBUTION DU NORD NEFZA,,AV DE LA REPUBLIQUE  NEFZA
41130953,PHARMACIE ZAAFRANI LAMIA MONASTIR,73 467 877,,,PHARMACIE ZAAFRANI LAMIA MONASTIR,,AV MOUFIDA BOURGUIBA MONASTIR
41130954,STE L D B H SOUSSE,98 481 368,73 235 528,MR TALEL,STE L D B H SOUSSE,,019 AV ABOU HAMED EL GHAZALI BOUHSINA SOUSSE
41130955,PATISSERIE KALLEL MONASTIR,,,,PATISSERIE KALLEL MONASTIR,,MONASTIR
41130956,TUNISAIR HANDLING MONASTIR,73 520 899,,,TUNISAIR HANDLING MONASTIR,,MONASTIR
41130957,STE DIMA MONASTIR,98 742 242,,MR BENZARTI MAJED,STE DIMA MONASTIR,,000 COMBATTANT SUPREME
41130958,STE DE DISTRIBUTION DU SANEL SDS SAHLINE,73.513185,,,STE DE DISTRIBUTION DU SANEL SDS SAHLINE,,AV.ENNASR SIDI AMEUR SAHLINE
41130959,STE A C C MONASTIR,98 341  173,,MR KAMEL,STE A C C MONASTIR,,RUE TAEB MHIRI MONASTIR
41130960,TOTAL INFORMATIQUE MONASTIR,73 908 772,,MR MOHAMED HAMAMA,TOTAL INFORMATIQUE MONASTIR,,AV DE L'ENVIRONNEMENT MONASTIR
41130961,STE C G I SOUSSE,73 386 900,,MR BEN SALAH AIDI,STE C G I SOUSSE,,RUE DE MSAKEN Z SOUSSE
41130962,STE KIDS MONASTIR,22 693 869,,,STE KIDS MONASTIR,,MONASTIR
41130963,STE L'EXCELLENCE EN COMPTABILITE MONASTIR,97 255 041,,MR AROUD HAYTHEM,STE L'EXCELLENCE EN COMPTABILITE MONASTIR,,IMM DAGDOUG IMM 4
41130964,STE WANNES DE TRANSPORT BENNENE,73 461 422,,MR RAOUF MIMOUNA,STE WANNES DE TRANSPORT BENNENE,,BENNENE
41130965,STE MENCO BEMBLA,73 420 947,,,STE MENCO BEMBLA,MENCO@TOPNET.TN,AV FARHAT HACHED BEMBLA
41130966,STE BAFORNI MESJED AISSA,73 422 055,,MR ABDELWAHED BEN AICHA,STE BAFORNI MESJED AISSA,,MEJED AISSA
41130967,STE SPOLO SAHLINE,73 525 844,73 525 845,,STE SPOLO SAHLINE,,SAHLINE
41130968,STE CRESTAL MONASTIR,73 530 060,,MR DABBABI NAJEH,STE CRESTAL MONASTIR,,Z I KHENISS MONASTIR
41130969,ASSURANCE LLOYD SAHLINE,73 513 610,98 643 392,MR NIZAR HADJ SAID AGENT GENERAL,ASSURANCE LLOYD SAHLINE,WWW.LLOYD.COM.TN,AV HABIB BOURGUIBA SAHLINE
41130970,STE VIE TEX MENZEL ENNOUR,,,,STE VIE TEX MENZEL ENNOUR,,
41130971,BZIWECH ABDELKARIM MOKNINE,,,,BZIWECH ABDELKARIM MOKNINE,,
41130972,STE DACHSER BENNENE,73 558 377,,,STE DACHSER BENNENE,,ROUTE DE MAHDIA BENNENE
41130973,STE K.D.CO MESSADINE,28 101 213,,MME EBTISEM,STE K.D.CO MESSADINE,,MESSADINE K5
41130974,HOTEL BELLAVISTA MONASTIR,94 608 388,,MR AYMEN,HOTEL BELLAVISTA MONASTIR,,MONASTIR
